Latitude,Longitude,Date,MODIS_Tile,MOD11A1_061_Line_Y_1km,MOD11A1_061_Sample_X_1km,MOD11A1_061_LST_Day_1km,MOD11A1_061_QC_Day,MOD11A1_061_QC_Day_bitmask,MOD11A1_061_QC_Day_MODLAND,MOD11A1_061_QC_Day_MODLAND_Description,MOD11A1_061_QC_Day_Data_Quality_flag,MOD11A1_061_QC_Day_Data_Quality_flag_Description,MOD11A1_061_QC_Day_Emis_Error_flag,MOD11A1_061_QC_Day_Emis_Error_flag_Description,MOD11A1_061_QC_Day_LST_Error_Flag,MOD11A1_061_QC_Day_LST_Error_Flag_Description
60.7212,-135.0568,2025-09-07,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-08,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-09,h11v02,1113.0,473.0,289.92,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-10,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-11,h11v02,1113.0,473.0,287.0,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
60.7212,-135.0568,2025-09-12,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-13,h11v02,1113.0,473.0,287.84,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-14,h11v02,1113.0,473.0,281.56,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-15,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-16,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-17,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-18,h11v02,1113.0,473.0,284.36,17.0,0b00010001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b01,Average emissivity error <= 0.02,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-19,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-20,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-21,h11v02,1113.0,473.0,282.1,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
60.7212,-135.0568,2025-09-22,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-23,h11v02,1113.0,473.0,280.08,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
60.7212,-135.0568,2025-09-24,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-25,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-26,h11v02,1113.0,473.0,271.88,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
60.7212,-135.0568,2025-09-27,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-28,h11v02,1113.0,473.0,279.1,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-09-29,h11v02,1113.0,473.0,273.12,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
60.7212,-135.0568,2025-09-30,h11v02,1113.0,473.0,280.46,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-01,h11v02,1113.0,473.0,280.16,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-03,h11v02,1113.0,473.0,281.3,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
60.7212,-135.0568,2025-10-04,h11v02,1113.0,473.0,277.2,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
60.7212,-135.0568,2025-10-05,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-06,h11v02,1113.0,473.0,282.38,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
60.7212,-135.0568,2025-10-07,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-08,h11v02,1113.0,473.0,277.82,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-09,h11v02,1113.0,473.0,278.82,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-10,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-11,h11v02,1113.0,473.0,274.56,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-12,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-13,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-14,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-15,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-16,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-17,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-18,h11v02,1113.0,473.0,276.42,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
60.7212,-135.0568,2025-10-19,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-20,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-21,h11v02,1113.0,473.0,276.04,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
60.7212,-135.0568,2025-10-22,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
60.7212,-135.0568,2025-10-23,h11v02,1113.0,473.0,275.96,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
60.7212,-135.0568,2025-10-24,h11v02,1113.0,473.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-01,h13v02,1067.0,546.0,278.18,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-10-02,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-03,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-04,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-05,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-06,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-07,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-08,h13v02,1067.0,546.0,276.48,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-10-09,h13v02,1067.0,546.0,278.96,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-10,h13v02,1067.0,546.0,278.14,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-10-11,h13v02,1067.0,546.0,279.68,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-12,h13v02,1067.0,546.0,281.42,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-13,h13v02,1067.0,546.0,279.86,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-14,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-15,h13v02,1067.0,546.0,280.74,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-16,h13v02,1067.0,546.0,279.44,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-17,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-18,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-19,h13v02,1067.0,546.0,272.76,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-10-20,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-21,h13v02,1067.0,546.0,273.9,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-10-22,h13v02,1067.0,546.0,270.08,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-10-23,h13v02,1067.0,546.0,268.42,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-10-24,h13v02,1067.0,546.0,269.2,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-25,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-26,h13v02,1067.0,546.0,267.08,73.0,0b01001001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-10-27,h13v02,1067.0,546.0,267.32,73.0,0b01001001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-10-28,h13v02,1067.0,546.0,264.7,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-29,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-10-30,h13v02,1067.0,546.0,264.64,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-10-31,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-01,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-02,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-03,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-04,h13v02,1067.0,546.0,262.12,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-05,h13v02,1067.0,546.0,261.58,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-06,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-07,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-08,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-09,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-10,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-11,h13v02,1067.0,546.0,265.32,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-12,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-13,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-14,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-15,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-16,h13v02,1067.0,546.0,256.84,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-17,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-18,h13v02,1067.0,546.0,254.78,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-19,h13v02,1067.0,546.0,255.5,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-20,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-21,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-22,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-23,h13v02,1067.0,546.0,258.3,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-11-24,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-25,h13v02,1067.0,546.0,255.96,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-11-26,h13v02,1067.0,546.0,254.72,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-27,h13v02,1067.0,546.0,247.04,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-11-28,h13v02,1067.0,546.0,247.44,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-11-29,h13v02,1067.0,546.0,249.96,8.0,0b00001000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-11-30,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-12-01,h13v02,1067.0,546.0,256.38,73.0,0b01001001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b10,TBD,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-12-02,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-12-03,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-12-04,h13v02,1067.0,546.0,260.58,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-12-05,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-12-06,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-12-07,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-12-08,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-12-09,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-12-10,h13v02,1067.0,546.0,252.02,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-12-11,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-12-12,h13v02,1067.0,546.0,247.88,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
61.1083,-94.0586,2023-12-13,h13v02,1067.0,546.0,0.0,2.0,0b00000010,0b10,LST not produced due to cloud effects,0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-12-14,h13v02,1067.0,546.0,268.08,0.0,0b00000000,0b00,"LST produced, good quality, not necessary to examine more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b00,Average LST error <= 1K
61.1083,-94.0586,2023-12-15,h13v02,1067.0,546.0,251.44,65.0,0b01000001,0b01,"LST produced, other quality, recommend examination of more detailed QA",0b00,Good data quality,0b00,Average emissivity error <= 0.01,0b01,Average LST error <= 2K
